,Unnamed: 0,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Industry,suggested_industry,suggested_hr
220,220,QC354,Que.,Capitale-Nationale,2020-09-01 00:00:00,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-061_anglais.pdf?1599049305,Provincial/territorial,No,Fitness,Fitness,None
221,221,QC354,Que.,Montréal,2020-09-01 00:00:00,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-061_anglais.pdf?1599049305,Provincial/territorial,No,Fitness,Fitness,None
222,222,QC354,Que.,Estrie,2020-09-01 00:00:00,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-061_anglais.pdf?1599049305,Provincial/territorial,No,Fitness,Fitness,None
223,223,QC354,Que.,Mauricie,2020-09-01 00:00:00,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-061_anglais.pdf?1599049305,Provincial/territorial,No,Fitness,Fitness,None
224,224,QC354,Que.,Saguenay,2020-09-01 00:00:00,2020-09-02 00:00:00,Openings,Openings - recreation,"Who: Minister of health and social services
What: Announced the resumption of fights in combat sports such as karate, taekwondo, boxing or judo as long as physical distancing is maintained outside the clashes and training groups of no more than 4 people are created 
Effective until: ",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-le-gouvernement-autorise-la-reprise-des-affrontements-dans-les-sports-de-combat-855322621.html,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-061_anglais.pdf?1599049305,Provincial/territorial,No,Fitness,Fitness,None
225,225,QC361,Que.,Capitale-Nationale,2020-09-09 00:00:00,2020-09-09 00:00:00,Policy,Openings - education,"Who: Minister of health and social services
What: Announced that distance learning must be provided within 2 days for students from an educational institution where an isolation order from a public health authority was issued because of a COVID-19 case involving an employee or student 
Effective until:",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-943-2020-anglais.pdf?1599690765,Not applicable,Provincial/territorial,No,,None,None
226,226,QC361,Que.,Montréal,2020-09-09 00:00:00,2020-09-09 00:00:00,Policy,Openings - education,"Who: Minister of health and social services
What: Announced that distance learning must be provided within 2 days for students from an educational institution where an isolation order from a public health authority was issued because of a COVID-19 case involving an employee or student 
Effective until:",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/decret-943-2020-anglais.pdf?1599690765,Not applicable,Provincial/territorial,No,,None,None
227,227,QC363,Que.,Capitale-Nationale,2020-09-11 00:00:00,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,"Activities, Nightlife",None
228,228,QC363,Que.,Montréal,2020-09-11 00:00:00,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,"Activities, Nightlife",None
229,229,QC363,Que.,Estrie,2020-09-11 00:00:00,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,"Activities, Nightlife",None
230,230,QC363,Que.,Mauricie,2020-09-11 00:00:00,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,"Activities, Nightlife",None
231,231,QC363,Que.,Saguenay,2020-09-11 00:00:00,2020-09-11 00:00:00,Restrictions,Closures - recreation,"Who: Minister of health and social services
What: Announced closure of karaoke activities held in public places such as bars and rented or community rooms due to the risk of infection they present
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,"Activities, Nightlife",None
232,232,QC364,Que.,Capitale-Nationale,2020-09-11 00:00:00,2020-09-11 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced that bars must keep a register of customers to facilitate contact tracing
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,Nightlife,None
233,233,QC364,Que.,Montréal,2020-09-11 00:00:00,2020-09-11 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced that bars must keep a register of customers to facilitate contact tracing
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,Nightlife,None
234,234,QC364,Que.,Estrie,2020-09-11 00:00:00,2020-09-11 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced that bars must keep a register of customers to facilitate contact tracing
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,Nightlife,None
235,235,QC364,Que.,Mauricie,2020-09-11 00:00:00,2020-09-11 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced that bars must keep a register of customers to facilitate contact tracing
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,Nightlife,None
236,236,QC364,Que.,Saguenay,2020-09-11 00:00:00,2020-09-11 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced that bars must keep a register of customers to facilitate contact tracing
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2308/,https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-063_anglais.pdf?1599852929,Provincial/territorial,No,,Nightlife,None
237,237,QC370,Que.,Capitale-Nationale,2020-09-17 00:00:00,2020-09-17 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced the prohibition of dancing in bars, only allowing alcohol consumption on site between 8 a.m. and midnight and that the maximum capacity be 50% of that allowed 
Effective until:",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-064_anglais.pdf?1600431037,Not applicable,Provincial/territorial,No,,Nightlife,None
238,238,QC370,Que.,Montréal,2020-09-17 00:00:00,2020-09-17 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced the prohibition of dancing in bars, only allowing alcohol consumption on site between 8 a.m. and midnight and that the maximum capacity be 50% of that allowed 
Effective until:",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-064_anglais.pdf?1600431037,Not applicable,Provincial/territorial,No,,Nightlife,None
239,239,QC370,Que.,Estrie,2020-09-17 00:00:00,2020-09-17 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced the prohibition of dancing in bars, only allowing alcohol consumption on site between 8 a.m. and midnight and that the maximum capacity be 50% of that allowed 
Effective until:",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-064_anglais.pdf?1600431037,Not applicable,Provincial/territorial,No,,Nightlife,None
240,240,QC370,Que.,Mauricie,2020-09-17 00:00:00,2020-09-17 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced the prohibition of dancing in bars, only allowing alcohol consumption on site between 8 a.m. and midnight and that the maximum capacity be 50% of that allowed 
Effective until:",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-064_anglais.pdf?1600431037,Not applicable,Provincial/territorial,No,,Nightlife,None
241,241,QC370,Que.,Saguenay,2020-09-17 00:00:00,2020-09-17 00:00:00,Policy,Openings - non-essential services,"Who: Minister of health and social services
What: Announced the prohibition of dancing in bars, only allowing alcohol consumption on site between 8 a.m. and midnight and that the maximum capacity be 50% of that allowed 
Effective until:",https://cdn-contenu.quebec.ca/cdn-contenu/adm/min/sante-services-sociaux/publications-adm/lois-reglements/AM_2020-064_anglais.pdf?1600431037,Not applicable,Provincial/territorial,No,,Nightlife,None
242,242,QC371,Que.,Capitale-Nationale,2020-09-18 00:00:00,2020-09-18 00:00:00,Policy,Openings - education,"Who: Office of the minister of education
What: Announced that all school service centres now have a COVID-19 emergency protocol that makes it possible, in the event of a class or school closure, to quickly switch to quality distance education
Effective until:",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-protocoles-d-urgence-le-reseau-scolaire-est-pret-867704355.html,Not applicable,Provincial/territorial,No,,None,None
243,243,QC371,Que.,Montréal,2020-09-18 00:00:00,2020-09-18 00:00:00,Policy,Openings - education,"Who: Office of the minister of education
What: Announced that all school service centres now have a COVID-19 emergency protocol that makes it possible, in the event of a class or school closure, to quickly switch to quality distance education
Effective until:",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-protocoles-d-urgence-le-reseau-scolaire-est-pret-867704355.html,Not applicable,Provincial/territorial,No,,None,None
244,244,QC371,Que.,Estrie,2020-09-18 00:00:00,2020-09-18 00:00:00,Policy,Openings - education,"Who: Office of the minister of education
What: Announced that all school service centres now have a COVID-19 emergency protocol that makes it possible, in the event of a class or school closure, to quickly switch to quality distance education
Effective until:",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-protocoles-d-urgence-le-reseau-scolaire-est-pret-867704355.html,Not applicable,Provincial/territorial,No,,None,None
245,245,QC371,Que.,Mauricie,2020-09-18 00:00:00,2020-09-18 00:00:00,Policy,Openings - education,"Who: Office of the minister of education
What: Announced that all school service centres now have a COVID-19 emergency protocol that makes it possible, in the event of a class or school closure, to quickly switch to quality distance education
Effective until:",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-protocoles-d-urgence-le-reseau-scolaire-est-pret-867704355.html,Not applicable,Provincial/territorial,No,,None,None
246,246,QC371,Que.,Saguenay,2020-09-18 00:00:00,2020-09-18 00:00:00,Policy,Openings - education,"Who: Office of the minister of education
What: Announced that all school service centres now have a COVID-19 emergency protocol that makes it possible, in the event of a class or school closure, to quickly switch to quality distance education
Effective until:",https://www.newswire.ca/fr/news-releases/pandemie-de-la-covid-19-protocoles-d-urgence-le-reseau-scolaire-est-pret-867704355.html,Not applicable,Provincial/territorial,No,,None,None
247,247,QC375,Que.,Capitale-Nationale,2020-09-20 00:00:00,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Not applicable,Regional,No,Nightlife,"Restaurants & eating places, Nightlife",None
248,248,QC375,Que.,Montréal,2020-09-20 00:00:00,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Not applicable,Regional,No,Nightlife,"Restaurants & eating places, Nightlife",None
249,249,QC375,Que.,Estrie,2020-09-20 00:00:00,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Not applicable,Regional,No,Nightlife,"Restaurants & eating places, Nightlife",None
250,250,QC375,Que.,Mauricie,2020-09-20 00:00:00,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Not applicable,Regional,No,Nightlife,"Restaurants & eating places, Nightlife",None
251,251,QC375,Que.,Saguenay,2020-09-20 00:00:00,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Not applicable,Regional,No,Nightlife,"Restaurants & eating places, Nightlife",None
252,252,QC376,Que.,Montréal,2020-09-30 00:00:00,2020-10-01 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.cbc.ca/news/canada/montreal/covid-19-quebec-oct-1-1.5745858,https://montreal.ctvnews.ca/red-alert-private-gatherings-banned-as-bars-eat-in-dining-close-in-three-quebec-regions-1.5122144,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Fitness, Activities, Restaurants & eating places, Nightlife",None
253,253,QC377,Que.,Estrie,2020-11-09 00:00:00,2020-11-12 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,https://www.cbc.ca/news/canada/montreal/eastern-townships-red-zone-1.5795652,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Fitness, Activities, Restaurants & eating places, Nightlife",None
254,254,QC378,Que.,Mauricie,2020-10-08 00:00:00,2020-10-11 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,https://montreal.ctvnews.ca/police-checkpoints-in-place-for-thanksgiving-weekend-as-more-quebec-regions-enter-covid-19-red-zone-1.5138462,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Fitness, Activities, Restaurants & eating places, Nightlife",None
255,255,QC378,Que.,Saguenay,,2020-13-33,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Fitness, Activities, Restaurants & eating places, Nightlife",None
256,256,QC379,Que.,Montréal,,2020-12-25 00:00:00,Restrictions,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Clothing stores, Nightlife, Activities, Restaurants & eating places, Personal care, Fitness",None
257,257,QC379,Que.,Estrie,,2020-12-25 00:00:00,Restrictions,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Clothing stores, Nightlife, Activities, Restaurants & eating places, Personal care, Fitness",None
258,258,QC379,Que.,Mauricie,,2020-12-25 00:00:00,Restrictions,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Clothing stores, Nightlife, Activities, Restaurants & eating places, Personal care, Fitness",None
259,259,QC379,Que.,Saguenay,,2020-12-25 00:00:00,Restrictions,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,,Regional,No,Restaurants & eating places; Nightlife; Fitness; Personal care,"Clothing stores, Nightlife, Activities, Restaurants & eating places, Personal care, Fitness",None
260,260,SK141,Sask.,Regina,2020-07-21 00:00:00,2020-07-21 00:00:00,Openings,Openings - non-essential services and recreation,"Who: Government of Saskatchewan
What: Reduced the required distance between vehicles at drive-in theatres from 5 metres to 2 metres. Permitted fitness facilities to allow 24-hour access with registration of guests to facilitate contact tracing. Permitted yard and garage sales, door-to-door canvassing and sales to reopen.
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Not applicable,Provincial/territorial,No,,None,None
261,261,SK141,Sask.,Saskatoon,2020-07-21 00:00:00,2020-07-21 00:00:00,Openings,Openings - non-essential services and recreation,"Who: Government of Saskatchewan
What: Reduced the required distance between vehicles at drive-in theatres from 5 metres to 2 metres. Permitted fitness facilities to allow 24-hour access with registration of guests to facilitate contact tracing. Permitted yard and garage sales, door-to-door canvassing and sales to reopen.
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Not applicable,Provincial/territorial,No,,None,None
262,262,SK142,Sask.,Regina,2020-11-25 00:00:00,2020-11-27 00:00:00,Closures,Closings - recreation,"Who: Government of Saskatchewan What: All team/group sports, activities, games, competitions, recitals, practices, etc. are suspended, including amateur and recreational leagues for all age groups.  Effective until:  Dec 17, 2020.",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Not applicable,Provincial/territorial,No,,Fitness,None
263,263,SK142,Sask.,Saskatoon,2020-11-25 00:00:00,2020-11-27 00:00:00,Closures,Closings - recreation,"Who: Government of Saskatchewan What: All team/group sports, activities, games, competitions, recitals, practices, etc. are suspended, including amateur and recreational leagues for all age groups.  Effective until:  Dec 17, 2020.",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Not applicable,Provincial/territorial,No,,Fitness,None
264,264,SK154,Sask.,Regina,2020-08-04 00:00:00,2020-08-04 00:00:00,Policy,Openings - education,"Who: Government of Saskatchewan
What: Released plan and safety guidance for the reopening of elementary, middle and high schools in the fall 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/04/safe-school-plan,Not applicable,Provincial/territorial,No,,None,None
