,Entry ID,Jurisdiction,Health Region,Implemented,Category,Type,Summary,Source,Level,Source type,Expired
356,ON263,Ont.,Simcoe Muskoka,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
357,ON263,Ont.,Durham,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
358,ON263,Ont.,Hamilton,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
359,ON263,Ont.,Middlesex-London,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
360,ON263,Ont.,Niagara,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
361,ON263,Ont.,Ottawa,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
362,ON263,Ont.,Toronto,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
363,ON263,Ont.,Waterloo,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
364,SK201,Sask.,Saskatoon,2020-12-19 00:00:00,Openings,Openings - non-essential services,"Who: Government of Saskatchewan
What: Permitted event venues, conference facilities, arenas, art venues, movie and live theatres, and banquet facilities to hold events with up to 30 people, where all guests are seated for the duration with food and drink not permitted unless explicitly stated.
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/december/14/covid-19-update-new-measures-to-further-reduce-transmission-risk,Provincial/territorial,CIHI,
365,SK202,Sask.,Saskatoon,2020-12-19 00:00:00,Openings,Openings - non-essential services,"Who: Government of Saskatchewan
What: Permitted personal services including hairdresser/barber, esthetics, massage therapy, acupuncture, and tattooing to operate at a 50% capacity including staff and clients.
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/december/14/covid-19-update-new-measures-to-further-reduce-transmission-risk,Provincial/territorial,CIHI,
366,SK203,Sask.,Saskatoon,2020-12-25 00:00:00,Openings,Openings - non-essential services,"Who: Government of Saskatchewan
What: Limited retail services to 50% capacity and large retail locations to 25% capacity
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/december/14/covid-19-update-new-measures-to-further-reduce-transmission-risk,Provincial/territorial,CIHI,
367,SK201,Sask.,Regina,2020-12-19 00:00:00,Openings,Openings - non-essential services,"Who: Government of Saskatchewan
What: Permitted event venues, conference facilities, arenas, art venues, movie and live theatres, and banquet facilities to hold events with up to 30 people, where all guests are seated for the duration with food and drink not permitted unless explicitly stated.
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/december/14/covid-19-update-new-measures-to-further-reduce-transmission-risk,Provincial/territorial,CIHI,
368,SK202,Sask.,Regina,2020-12-19 00:00:00,Openings,Openings - non-essential services,"Who: Government of Saskatchewan
What: Permitted personal services including hairdresser/barber, esthetics, massage therapy, acupuncture, and tattooing to operate at a 50% capacity including staff and clients.
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/december/14/covid-19-update-new-measures-to-further-reduce-transmission-risk,Provincial/territorial,CIHI,
369,SK203,Sask.,Regina,2020-12-25 00:00:00,Openings,Openings - non-essential services,"Who: Government of Saskatchewan
What: Limited retail services to 50% capacity and large retail locations to 25% capacity
Effective until: 2021-01-29",https://www.saskatchewan.ca/government/news-and-media/2020/december/14/covid-19-update-new-measures-to-further-reduce-transmission-risk,Provincial/territorial,CIHI,
370,MB197,Man.,Winnipeg,2020-10-19 00:00:00,Closures,Closures - recreation,"Who: Government of Manitoba
What: Announced that museums, galleries and libraries must reduce their capacity to 50% in the Winnipeg Metropolitan Region (orange level)
Effective until: ",https://news.gov.mb.ca/news/index.html?item=49414&posted=2020-10-16,Regional,CIHI,
371,MB199,Man.,WInnipeg,2020-10-19 00:00:00,Restrictions,Restrictions - non-essential services,"Who: Government of Manitoba
What: Announced that in the Winnipeg Metropolitan Region (orange level) retail businesses, restaurants, licensed businesses and personal service businesses are limited to 50% of their usual capacity 
Effective until: ",https://news.gov.mb.ca/news/index.html?item=49442&posted=2020-10-19,Regional,CIHI,
372,ON263,Ont.,Windsor-Essex,2020-12-26 00:00:00,Closures,Grey - Lockdown,"What: Prohibiting in-person shopping in most retail settings - curbside pickup and delivery can continue. Prohibiting indoor and outdoor dining. Restaurants, bars and other food or drink establishments will be permitted to operate by take out, drive-through, and delivery only. Secondary school students will continue learning remotely until January 25, 2021, at which point they may resume in-person learning. During this period, child care centres, authorized recreational and skill building programs and home-based child care services will remain open. From January 4-8, 2021, when elementary students move to remote learning, before and after school programs will be closed and emergency child care for health care and frontline workers will be provided. Government Providing Grants of up to $20,000 to Small Businesses Impacted by New Public Health Measures.",https://news.ontario.ca/en/release/59790/ontario-announces-provincewide-shutdown-to-stop-spread-of-covid-19-and-save-lives,Provincial/territorial,Government,
373,ON266,Ont.,Halton,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
374,ON266,Ont.,Kingston Frontenac Lennox & Addington,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
375,ON266,Ont.,Wellington Dufferin Guelph,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
376,ON266,Ont.,Simcoe Muskoka,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
377,ON266,Ont.,Durham,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
378,ON266,Ont.,Hamilton,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
379,ON266,Ont.,Middlesex-London,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
380,ON266,Ont.,Niagara,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
381,ON266,Ont.,Ottawa,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
382,ON266,Ont.,Toronto,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
383,ON266,Ont.,Waterloo,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
384,ON266,Ont.,Windsor-Essex,2021-01-13 00:00:00,Restrictions,Grey - Lockdown,"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Provincial/territorial,Government,
385,ON237,Ont.,Windsor-Essex,2020-11-07 00:00:00,Openings,Green - Prevent,"Who: Windsor-Essex County Health Unit What: All things open with restrictions in place except high risk areas, which remain closed. Night clubs only permitted to operate as restaurant or bar. Oxygen bars, steam rooms and saunas closed.",https://news.ontario.ca/en/release/59081/ontario-moves-public-health-unit-regions-into-covid-19-response-framework-to-keep-ontario-safe-and-o,Regional,Government,
386,AB184,Alta.,Calgary,2021-03-01 00:00:00,Openings,Openings - recreation,"Indoor fitness expanded to include low-intensity activities, libraries can reopen, with restrictions.",https://www.alberta.ca/release.cfm?xID=7762761C1F414-B90D-C3A1-08618E415DCB5B5B,Provincial/territorial,Government,
387,AB184,Alta.,Central Zone,2021-03-01 00:00:00,Openings,Openings - recreation,"Indoor fitness expanded to include low-intensity activities, libraries can reopen, with restrictions.",https://www.alberta.ca/release.cfm?xID=7762761C1F414-B90D-C3A1-08618E415DCB5B5B,Provincial/territorial,Government,
388,AB184,Alta.,Edmonton,2021-03-01 00:00:00,Openings,Openings - recreation,"Indoor fitness expanded to include low-intensity activities, libraries can reopen, with restrictions.",https://www.alberta.ca/release.cfm?xID=7762761C1F414-B90D-C3A1-08618E415DCB5B5B,Provincial/territorial,Government,
389,MB200,Man.,Winnipeg,2021-03-05 00:00:00,Openings,Openings - non-essential services,"Increasing capacity limits at retail stores, malls and personal service businesses to up to 50 per cent or 250 people, whichever is lower;  Increasing capacity limits at restaurants and licensed premises to up to 50 per cent. Only members of the same household can sit together at the table; Professional theatre groups, dance companies, symphonies and operas can hold rehearsals that aren’t open to the public;  Indoor recreation and sporting facilities, such as gyms, fitness centres, rinks, courts, fields, ranges, studios, pools and centres, can open at 25 per cent capacity. These facilities must follow public health measures for spectators, common areas and locker rooms. The province removed the requirement for one-on-one instruction;",https://winnipeg.ctvnews.ca/manitoba-relaxing-some-public-health-orders-starting-friday-1.5330020,Provincial/territorial,News,
390,QC381,Que.,Saguenay,2021-02-08 00:00:00,Openings,Level 3 (Orange),"Curfew: Between 9:30 p.m. and 5 a.m. Quebecers must not leave their homes except in cases that justify travel. Places of worship: Open, but all religious activities are limited to a maximum of 25 people. Restaurants: Open, with a maximum of 2 adults per table, who may be accompanied by their children under the age of 18. Only delivery is possible during the curfew. Museums, zoos, aquariums, etc.
Open, in compliance with the measures in force for museum institutes, biodomes, planetariums, insectariums, botanical gardens, aquariums, zoos and walkthroughs.

Cinemas: Open, in compliance with the measures in force; the wearing of a surgical mask is mandatory.

Audiences (auditoriums):  Venues with fixed and numbered seating only may reopen in compliance with the measures in force. The wearing of a surgical mask is mandatory. Libraries: Open to all. Sports and recreational activities (e.g. skiing, ski lessons, snowshoeing, skating, pickup hockey), including guided activities, lessons and training, will be permitted in outdoor public places for individuals, pairs and members of the same household, as well as groups of no more than 8 individuals from more than one household. An individual supervising activities may join in for monitoring or facilitation purposes. Anyone engaging in these activities must respect the physical distancing guidelines. Businesses, stores and boutiques: 
Open. 1 person per household recommended. Personal and esthetic care:
Open.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/level-3-alert-orange/,News,
391,QC382,Que.,Capitale-Nationale,2021-03-08 00:00:00,Openings,Level 3 (Orange),"Curfew: Between 9:30 p.m. and 5 a.m. Quebecers must not leave their homes except in cases that justify travel. Places of worship: Open, but all religious activities are limited to a maximum of 25 people. Restaurants: Open, with a maximum of 2 adults per table, who may be accompanied by their children under the age of 18. Only delivery is possible during the curfew. Museums, zoos, aquariums, etc.
Open, in compliance with the measures in force for museum institutes, biodomes, planetariums, insectariums, botanical gardens, aquariums, zoos and walkthroughs.

Cinemas: Open, in compliance with the measures in force; the wearing of a surgical mask is mandatory.

Audiences (auditoriums):  Venues with fixed and numbered seating only may reopen in compliance with the measures in force. The wearing of a surgical mask is mandatory. Libraries: Open to all. Sports and recreational activities (e.g. skiing, ski lessons, snowshoeing, skating, pickup hockey), including guided activities, lessons and training, will be permitted in outdoor public places for individuals, pairs and members of the same household, as well as groups of no more than 8 individuals from more than one household. An individual supervising activities may join in for monitoring or facilitation purposes. Anyone engaging in these activities must respect the physical distancing guidelines. Businesses, stores and boutiques: 
Open. 1 person per household recommended. Personal and esthetic care:
Open.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,,Government,
392,QC382,Que.,Estrie,2021-03-08 00:00:00,Openings,Level 3 (Orange),"Curfew: Between 9:30 p.m. and 5 a.m. Quebecers must not leave their homes except in cases that justify travel. Places of worship: Open, but all religious activities are limited to a maximum of 25 people. Restaurants: Open, with a maximum of 2 adults per table, who may be accompanied by their children under the age of 18. Only delivery is possible during the curfew. Museums, zoos, aquariums, etc.
Open, in compliance with the measures in force for museum institutes, biodomes, planetariums, insectariums, botanical gardens, aquariums, zoos and walkthroughs.

Cinemas: Open, in compliance with the measures in force; the wearing of a surgical mask is mandatory.

Audiences (auditoriums):  Venues with fixed and numbered seating only may reopen in compliance with the measures in force. The wearing of a surgical mask is mandatory. Libraries: Open to all. Sports and recreational activities (e.g. skiing, ski lessons, snowshoeing, skating, pickup hockey), including guided activities, lessons and training, will be permitted in outdoor public places for individuals, pairs and members of the same household, as well as groups of no more than 8 individuals from more than one household. An individual supervising activities may join in for monitoring or facilitation purposes. Anyone engaging in these activities must respect the physical distancing guidelines. Businesses, stores and boutiques: 
Open. 1 person per household recommended. Personal and esthetic care:
Open.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,,Government,
393,QC382,Que.,Mauricie,2021-03-08 00:00:00,Openings,Level 3 (Orange),"Curfew: Between 9:30 p.m. and 5 a.m. Quebecers must not leave their homes except in cases that justify travel. Places of worship: Open, but all religious activities are limited to a maximum of 25 people. Restaurants: Open, with a maximum of 2 adults per table, who may be accompanied by their children under the age of 18. Only delivery is possible during the curfew. Museums, zoos, aquariums, etc.
Open, in compliance with the measures in force for museum institutes, biodomes, planetariums, insectariums, botanical gardens, aquariums, zoos and walkthroughs.

Cinemas: Open, in compliance with the measures in force; the wearing of a surgical mask is mandatory.

Audiences (auditoriums):  Venues with fixed and numbered seating only may reopen in compliance with the measures in force. The wearing of a surgical mask is mandatory. Libraries: Open to all. Sports and recreational activities (e.g. skiing, ski lessons, snowshoeing, skating, pickup hockey), including guided activities, lessons and training, will be permitted in outdoor public places for individuals, pairs and members of the same household, as well as groups of no more than 8 individuals from more than one household. An individual supervising activities may join in for monitoring or facilitation purposes. Anyone engaging in these activities must respect the physical distancing guidelines. Businesses, stores and boutiques: 
Open. 1 person per household recommended. Personal and esthetic care:
Open.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,,Government,
395,NL134,N.L.,Eastern Regional Health Authority,2020-09-08 00:00:00,Openings,Openings — recreation,"Who: Department of Tourism, Culture, Arts and Recreation
What: Reopened arts and culture centres and libraries for in-person services, with measures in place
Effective until:",https://www.gov.nl.ca/releases/2020/tcar/0904n02/,Provincial/territorial,CIHI,
13,,Ont.,Durham,2020-11-07T00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2020-11-15T00:00:00
14,,Ont.,Durham,2020-11-16T00:00:00,Restrictions,Orange - Restrict,"What: Recreation and services permited with restrictions. Oxygen bars, steam rooms, saunas, bath houses and other adult venues, closed. Public health measures for high risk settings. Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2020-11-22T00:00:00
15,,Ont.,Durham,2020-11-23T00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2020-12-25T00:00:00
16,,Ont.,Durham,2020-12-26T00:00:00,Restrictions,Stay-at-home,https://covid-19.ontario.ca/zones-and-restrictions,https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2021-02-15T00:00:00
17,,Ont.,Durham,2021-02-16T00:00:00,Openings,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2021-03-14T00:00:00
40,,Ont.,Halton,2020-11-07T00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2020-11-15T00:00:00
41,,Ont.,Halton,2020-11-16T00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2020-12-25T00:00:00
42,,Ont.,Halton,2020-12-26T00:00:00,Restrictions,Stay-at-home,https://covid-19.ontario.ca/zones-and-restrictions,https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2021-02-15T00:00:00
43,,Ont.,Halton,2021-02-16T00:00:00,Openings,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2021-03-14T00:00:00
44,,Ont.,Hamilton,2020-11-07T00:00:00,Restrictions,Yellow - Protect,"What: Restaurants & eating places, cinemas, performing arts, and some personal care operate with restrictions. ",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2020-11-15T00:00:00
45,,Ont.,Hamilton,2020-11-16T00:00:00,Closures,Red - Control,"What: Closures of indoor gyms and fitness centres (i.e., exercise classes and weight and exercise rooms);
Casinos, bingo halls and other gaming establishments;
Indoor cinemas, performing arts centres and venues, (except for rehearsing or performing a recorded or broadcasted performance subject to conditions, including no spectators);
Spectator areas in racing venues;
Interactive exhibits or exhibits with high risk of personal contact in museums, galleries, zoos, science centres, landmarks, etc.; Restaurants and events closed.",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2020-12-20T00:00:00
46,,Ont.,Hamilton,2020-12-21T00:00:00,Closures,Grey - Lockdown,"What: Closures of non-essential services and recreation. Retail permitted to be open for curbside pick-up or delivery only.
Restaurants, bars, and food and drink establishments will only be able to provide takeout, drive-through and delivery. Indoor and outdoor dining services are prohibited;
Personal care services closed;
Casinos, bingo halls and other gaming establishments closed; and
Indoor sports and recreational facilities, including pools, closed with limited exceptions.",https://data.ontario.ca/dataset/cbb4d08c-4e56-4b07-9db6-48335241b88a/resource/ce9f043d-f0d4-40f0-9b96-4c8a83ded3f6/download/response_framework.csv,,Ontario Data Catalogue,2020-12-25T00:00:00
