,Entry ID,Jurisdiction,health_region,Date announced,Date implemented,Intervention category,Intervention type,Intervention summary,"Primary source
(news release or specific resource)",Secondary source,Level,"Indigenous 
population group",Source type,suggested_industry
250,QC375,Que.,Mauricie,2020-09-20 00:00:00,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Not applicable,Regional,No,CIHI,"Restaurants & eating places, Nightlife"
251,QC375,Que.,Saguenay,2020-09-20 00:00:00,2020-09-20 00:00:00,Closures,Closures - non-essential services,"Who: Minister of health and social services
What: Announced that regions in the orange zones must now end sales of alcohol in restaurants, bars, brasseries, taverns, casinos and any other place or establishment with a licence to sell or serve alcoholic beverages by 11 p.m and customers in bars, brasseries, taverns and casinos must leave by midnight
Effective until:",https://www.msss.gouv.qc.ca/ministere/salle-de-presse/communique-2322/,Not applicable,Regional,No,CIHI,"Restaurants & eating places, Nightlife"
252,QC376,Que.,Montréal,2020-09-30 00:00:00,2020-10-01 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.cbc.ca/news/canada/montreal/covid-19-quebec-oct-1-1.5745858,https://montreal.ctvnews.ca/red-alert-private-gatherings-banned-as-bars-eat-in-dining-close-in-three-quebec-regions-1.5122144,Regional,No,Government,"Fitness, Restaurants & eating places, Nightlife, Activities"
253,QC377,Que.,Estrie,2020-11-09 00:00:00,2020-11-12 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,https://www.cbc.ca/news/canada/montreal/eastern-townships-red-zone-1.5795652,Regional,No,Government,"Fitness, Restaurants & eating places, Nightlife, Activities"
254,QC378,Que.,Mauricie,2020-10-08 00:00:00,2020-10-11 00:00:00,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,https://montreal.ctvnews.ca/police-checkpoints-in-place-for-thanksgiving-weekend-as-more-quebec-regions-enter-covid-19-red-zone-1.5138462,Regional,No,Government,"Fitness, Restaurants & eating places, Nightlife, Activities"
255,QC378,Que.,Saguenay,,2020-13-33,Closures,Level 4 (Red),"Restaurants - dining rooms closed. Bars, breweries, taverns, casinos closed. Microbreweries and distilleries, closed only for on-site eating or drinking. Public activites prohibited. Performance venues, cinemas, theatres and museums closed. Libraries - closed other than those maintained by educational institutions, with the exception of loan counters. Non-essential health services. Education - only one stable class group is permitted, with no physical distancing requirement, at all times. Extracurricular activities are suspended. Field trips and interscolastic activities are suspended. Loans and rentals of rooms are suspended. Post-secondary - As many activities as possible provided through distance education. Recreation - no organized sports, physical or recreational activities are permitted. Indoor and outdoor sports and recreation facilities may remain open for individual activities, but access to locker rooms is not permitted; however, washrooms remain available. Competitions and spectators are not permitted. Effective until: Jan 11, 2020. Effective until: Oct 28, 2020.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/progressive-regional-alert-and-intervention-system/map-of-covid-19-alert-levels-by-region/,Not applicable,Regional,No,Government,"Fitness, Restaurants & eating places, Nightlife, Activities"
256,QC379,Que.,Montréal,,2020-12-25 00:00:00,Closures,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,Not applicable,Regional,No,Government,"Activities, Restaurants & eating places, Fitness, Personal care, Nightlife, Clothing stores"
257,QC379,Que.,Estrie,,2020-12-25 00:00:00,Closures,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,Not applicable,Regional,No,Government,"Activities, Restaurants & eating places, Fitness, Personal care, Nightlife, Clothing stores"
258,QC379,Que.,Mauricie,,2020-12-25 00:00:00,Closures,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,Not applicable,Regional,No,Government,"Activities, Restaurants & eating places, Fitness, Personal care, Nightlife, Clothing stores"
259,QC379,Que.,Saguenay,,2020-12-25 00:00:00,Closures,Level 4 (Red),"(i) closure of non-priority businesses from December 25, 2020 to January 10, 2021 (inclusively) (ii) restrictions on the number of persons allowed in businesses while they are permitted to remain open; and (iii) mandatory teleworking from December 17, 2020 to January 10, 2021 (inclusively). restaurants, and food courts in shopping centres and food stores, except for deliveries, take-outs or drive-through orders; bars and discotheques; microbreweries and distilleries in respect of their services permitting consumption of food or beverages on the premises; casinos and gaming houses; museums, biodomes, planetariums, insectariums, botanical gardens, aquariums and zoos except that, as of December 17, 2020, outdoor activities requiring participants be in motion, such as sports-related activities or walking circuits are permitted at these sites; arcades and, for their indoor activities, thematic sites, amusement centres and parks, recreational centres and water parks; saunas and spas, except personal care provided therein; libraries other than those in educational institutions, except lending desks; movie theatres and rooms in which performing arts are presented, including venues where the arts are broadcast; youth hostels; physical training rooms; and any indoor place used for an event-based or social activity or for games such as bowling, darts, billiards and the like, other than a private residence.",https://www.stikeman.com/en-ca/kh/corporations-commercial-law/quebec-announces-regional-and-province-wide-restrictions,Not applicable,Regional,No,Government,"Activities, Restaurants & eating places, Fitness, Personal care, Nightlife, Clothing stores"
260,SK141,Sask.,Regina,2020-07-21 00:00:00,2020-07-21 00:00:00,Openings,Openings - non-essential services and recreation,"Who: Government of Saskatchewan
What: Reduced the required distance between vehicles at drive-in theatres from 5 metres to 2 metres. Permitted fitness facilities to allow 24-hour access with registration of guests to facilitate contact tracing. Permitted yard and garage sales, door-to-door canvassing and sales to reopen.
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Not applicable,Provincial/territorial,No,CIHI,None
261,SK141,Sask.,Saskatoon,2020-07-21 00:00:00,2020-07-21 00:00:00,Openings,Openings - non-essential services and recreation,"Who: Government of Saskatchewan
What: Reduced the required distance between vehicles at drive-in theatres from 5 metres to 2 metres. Permitted fitness facilities to allow 24-hour access with registration of guests to facilitate contact tracing. Permitted yard and garage sales, door-to-door canvassing and sales to reopen.
Effective until: ",https://www.saskatchewan.ca/government/news-and-media/2020/july/21/more-phase-4-reopen-saskatchewan,Not applicable,Provincial/territorial,No,CIHI,None
268,SK157,Sask.,Regina,2020-08-17 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Government of Saskatchewan
What: Opened public schools for the first day of classes 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/17/safe-schools-plan-more-resources,Not applicable,Provincial/territorial,No,CIHI,None
269,SK157,Sask.,Saskatoon,2020-08-17 00:00:00,2020-09-08 00:00:00,Openings,Openings - education,"Who: Government of Saskatchewan
What: Opened public schools for the first day of classes 
Effective until:",https://www.saskatchewan.ca/government/news-and-media/2020/august/17/safe-schools-plan-more-resources,Not applicable,Provincial/territorial,No,CIHI,None
270,SK142,Sask.,Regina,2020-11-25 00:00:00,2020-11-27 00:00:00,Closures,Closures - recreation,"Who: Government of Saskatchewan What: All team/group sports, activities, games, competitions, recitals, practices, etc. are suspended, including amateur and recreational leagues for all age groups.  Effective until:  Dec 17, 2020.",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Not applicable,Provincial/territorial,No,CIHI,Fitness
271,SK142,Sask.,Saskatoon,2020-11-25 00:00:00,2020-11-27 00:00:00,Closures,Closures - recreation,"Who: Government of Saskatchewan What: All team/group sports, activities, games, competitions, recitals, practices, etc. are suspended, including amateur and recreational leagues for all age groups.  Effective until:  Dec 17, 2020.",https://www.saskatchewan.ca/government/news-and-media/2020/november/25/covid-19-update-new-measures-in-effect-november-27,Not applicable,Provincial/territorial,No,CIHI,Fitness
272,QC380,Que.,Montréal,2021-01-06 00:00:00,2021-01-09 00:00:00,Closures,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,https://www.cbc.ca/news/canada/montreal/quebec-lockdown-answers-1.5863756,Regional,No,Government,"Restaurants & eating places, Nightlife"
273,QC380,Que.,Estrie,2021-01-06 00:00:00,2021-01-09 00:00:00,Closures,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,https://www.cbc.ca/news/canada/montreal/quebec-lockdown-answers-1.5863756,Regional,No,Government,"Restaurants & eating places, Nightlife"
274,QC380,Que.,Mauricie,2021-01-06 00:00:00,2021-01-09 00:00:00,Closures,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,https://www.cbc.ca/news/canada/montreal/quebec-lockdown-answers-1.5863756,Regional,No,Government,"Restaurants & eating places, Nightlife"
275,QC380,Que.,Saguenay,2021-01-06 00:00:00,2021-01-09 00:00:00,Closures,Level 4 (Red),"As of January 9, 2021, to comply with the 8 p.m. curfew, all commercial enterprises must close their doors not later than 7:30 p.m. Dining rooms are closed, Bars, brasseries, taverns, and casinos
Closed, Personal and beauty care services closed. Effective Until: February 9, 2021.",https://www.quebec.ca/en/health/health-issues/a-z/2019-coronavirus/confinement-in-quebec/,https://www.cbc.ca/news/canada/montreal/quebec-lockdown-answers-1.5863756,Regional,No,Government,"Restaurants & eating places, Nightlife"
276,ON266,Ont.,Halton,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
277,ON266,Ont.,Kingston Frontenac Lennox & Addington,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
278,ON266,Ont.,Wellington Dufferin Guelph,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
279,ON266,Ont.,Simcoe Muskoka,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
280,ON266,Ont.,Durham,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
281,ON266,Ont.,Hamilton,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
282,ON266,Ont.,Middlesex-London,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
283,ON266,Ont.,Niagara,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
284,ON266,Ont.,Ottawa,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
285,ON266,Ont.,Toronto,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
286,ON266,Ont.,Waterloo,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
287,ON266,Ont.,Windsor-Essex,2021-01-12 00:00:00,2021-01-13 00:00:00,Restrictions,Level 4 (Red),"All non-essential retail stores, including hardware stores, alcohol retailers, and those offering curbside pickup or delivery, must open no earlier than 7 a.m. and close no later than 8 p.m.",https://news.ontario.ca/en/release/59922/ontario-declares-second-provincial-emergency-to-address-covid-19-crisis-and-save-lives,Not applicable,Provincial/territorial,No,Government,Clothing stores
289,NB167,N.B.,Zone 1 (Moncton area),2021-01-19 00:00:00,2021-01-19 00:00:00,Closures,Red Level,"What: Personal services such as barbers, hair stylists or spas are closed. Gym and fitness facilities are closed, including other similar close contact sport or recreational businesses or facilities. Public spaces such as casinos, amusement centres, bingo halls, arcades, cinemas and large live performance venues are closed.",https://www2.gnb.ca/content/gnb/en/news/news_release.2021.01.0039.html,Not applicable,Regional,No,Government,"Activities, Personal care, Nightlife"
291,NS135,N.S.,Zone 4 - Central,,2021-01-11 00:00:00,Restrictions,,"What: Retail stores need to follow the Health Protection Act Order, including limiting shoppers and staff to 50% of the store's capacity.",https://novascotia.ca/coronavirus/restriction-updates/,Not applicable,Provincial/territorial,No,Government,Clothing stores
292,NS136,N.S.,Zone 4 - Central,,2021-01-25 00:00:00,Openings,Openings - recreation,"What: Gathering limit without social distancing for participants and officials in organized performing arts and sports - participants and officials in performing arts and sports (recreational, amateur and professional) can gather in groups of up to 50 people without social distancing for practices, rehearsals and regular local and regional competitions, games, tournaments and performances (performances can only be virtual); in-person spectators are not permitted.",https://novascotia.ca/coronavirus/restriction-updates/,Not applicable,Provincial/territorial,No,Government,"Fitness, Activities"
293,SK143,Sask.,Saskatoon,,2020-12-14 00:00:00,Closures,Closures - recreation,"What: all casinos, bingo halls, and gaming centers shall close. Owners or operators of personal service facilities identified as an allowable business on the critical public services and allowable business list shall not exceed 50 percent of the occupant load for small businesses and 25 percent for small.",https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/public-health-measures/public-health-orders,Not applicable,Provincial/territorial,No,Government,Nightlife
294,SK144,Sask.,Saskatoon,,2020-12-17 00:00:00,Restrictions,,"What: all casinos, bingo halls, and gaming centers shall close. Owners or operators of personal service facilities identified as an allowable business on the critical public services and allowable business list shall not exceed 50 percent of the occupant.",https://www.saskatchewan.ca/government/health-care-administration-and-provider-resources/treatment-procedures-and-guidelines/emerging-public-health-issues/2019-novel-coronavirus/public-health-measures/public-health-orders,Not applicable,Provincial/territorial,No,Government,Nightlife
295,AB182,Alta.,Calgary,,2021-01-18 00:00:00,Openings,,What: Personal and wellness services opened for appointments only.,https://www.alberta.ca/release.cfm?xID=7716923690664-C93B-2911-9E7A4B32B9610F48#jumplinks-0,,Provincial/territorial,No,Government,Personal care
296,AB182,Alta.,Central Zone,,2021-01-18 00:00:00,Openings,,What: Personal and wellness services opened for appointments only.,https://www.alberta.ca/release.cfm?xID=7716923690664-C93B-2911-9E7A4B32B9610F48#jumplinks-0,,Provincial/territorial,No,Government,Personal care
297,AB182,Alta.,Edmonton,,2021-01-18 00:00:00,Openings,,What: Personal and wellness services opened for appointments only.,https://www.alberta.ca/release.cfm?xID=7716923690664-C93B-2911-9E7A4B32B9610F48#jumplinks-0,,Provincial/territorial,No,Government,Personal care
298,AB183,Alta.,Calgary,,2021-02-08 00:00:00,Openings,Openings - non-essential services,"What: Only one-on-one training is permitted for indoor fitness activities (e.g. fitness in dance studios, training figure skating on ice, one-on-one lessons). Children and youth will be allowed to participate in limited school and team sport activities. Restaurants, pubs, bars, lounges and cafes can open for in-person service. Restaurants, cafes and pubs must collect the contact information of one person from the dining party. In-person dining must close by 11 p.m. ",https://www.alberta.ca/release.cfm?xID=7716822CAEF42-F51A-C15A-8DA6AA1F5614D257,https://www.alberta.ca/enhanced-public-health-measures.aspx#PathForward,Provincial/territorial,No,Government,"Fitness, Restaurants & eating places, Nightlife"
299,AB183,Alta.,Edmonton,,2021-02-08 00:00:00,Openings,Openings - non-essential services,"What: Only one-on-one training is permitted for indoor fitness activities (e.g. fitness in dance studios, training figure skating on ice, one-on-one lessons). Children and youth will be allowed to participate in limited school and team sport activities. Restaurants, pubs, bars, lounges and cafes can open for in-person service. Restaurants, cafes and pubs must collect the contact information of one person from the dining party. In-person dining must close by 11 p.m. ",https://www.alberta.ca/release.cfm?xID=7716822CAEF42-F51A-C15A-8DA6AA1F5614D257,https://www.alberta.ca/enhanced-public-health-measures.aspx#PathForward,Provincial/territorial,No,Government,"Fitness, Restaurants & eating places, Nightlife"
300,AB183,Alta.,Central Zone,,2021-02-08 00:00:00,Openings,Openings - non-essential services,"What: Only one-on-one training is permitted for indoor fitness activities (e.g. fitness in dance studios, training figure skating on ice, one-on-one lessons). Children and youth will be allowed to participate in limited school and team sport activities. Restaurants, pubs, bars, lounges and cafes can open for in-person service. Restaurants, cafes and pubs must collect the contact information of one person from the dining party. In-person dining must close by 11 p.m. ",https://www.alberta.ca/release.cfm?xID=7716822CAEF42-F51A-C15A-8DA6AA1F5614D257,https://www.alberta.ca/enhanced-public-health-measures.aspx#PathForward,Provincial/territorial,No,Government,"Fitness, Restaurants & eating places, Nightlife"
302,MB173,Man.,Winnipeg,2021-01-21 00:00:00,2021-01-23 00:00:00,Openings,,"What: retail operations: orders will be expanded to eliminate the essential items list, allowing all stores to open for the sale of products provided they maintain physical distancing and occupancy limits of 25 per cent only or a maximum of 250 people, whichever is lower. health and personal services: orders will be expanded to allow for the operation of basic services that promote physical and mental health for Manitobans. barber shops and hair stylists to reopen at 25 per cent capacity with adequate physical distancing and requirements to collect information for contact tracing purposes.",https://news.gov.mb.ca/news/?archive=&item=50289,,Provincial/territorial,No,Government,"Clothing stores, Personal care"
303,QC381,Que.,Saguenay,2021-02-05 00:00:00,2021-02-08 00:00:00,Openings,,"Six rural regions in the province will be allowed to push the curfew back to 9:30 p.m. and re-open restaurants, gyms, movie theatres and some indoor activities with strict public health rules in place",https://www.cbc.ca/news/canada/montreal/public-health-restrictions-partial-lifting-quebec-covid-1.5896725,,Regional,No,News,"Fitness, Restaurants & eating places"
304,BC095,B.C.,Fraser,No data,No data,Closures,Closures — daycares,What: BC daycares remain open as an essential service,https://news.gov.bc.ca/releases/2020CFD0041-000530,Not applicable,Provincial/territorial,No,,None
305,BC095,B.C.,Interior,No data,No data,Closures,Closures — daycares,What: BC daycares remain open as an essential service,https://news.gov.bc.ca/releases/2020CFD0041-000530,Not applicable,Provincial/territorial,No,,None
306,BC095,B.C.,Island,No data,No data,Closures,Closures — daycares,What: BC daycares remain open as an essential service,https://news.gov.bc.ca/releases/2020CFD0041-000530,Not applicable,Provincial/territorial,No,,None
307,BC095,B.C.,Vancouver,No data,No data,Closures,Closures — daycares,What: BC daycares remain open as an essential service,https://news.gov.bc.ca/releases/2020CFD0041-000530,Not applicable,Provincial/territorial,No,,None
308,MB068,Man.,Winnipeg,2020-04-09 00:00:00,No data,Closures,Closures — recreation,"Who: Chief Provincial Public Health Officer
What: Closed public facilities located within the parks, but kept provincial parks open 
Effective until: ",https://news.gov.mb.ca/news/index.html?item=47467&posted=2020-04-09,Not applicable,Provincial/territorial,No,,None
309,MB072,Man.,Winnipeg,2020-04-03 00:00:00,No data,Closures,Closures — recreation,"Who: Manitoba Parks
What: Decided to postpone the remaining dates for making campground reservations. Existing yurt, cabin, group use and Birds Hill campground reservations remain valid, but may be cancelled if the situation changes. 
Effective until:",https://www.gov.mb.ca/sd/pubs/parks-protected-spaces/parks_covid.pdf,Not applicable,Provincial/territorial,No,,None
311,MB075,Man.,Winnipeg,No data,No data,Closures,Closures — recreation,"Who: Manitoba Parks
What: Kept parks open for Manitobans to visit and enjoy the outdoors. Social distancing must be practised at all times. 
Effective until:",https://www.gov.mb.ca/sd/parks/,https://www.gov.mb.ca/sd/pubs/parks-protected-spaces/parks_covid.pdf,Provincial/territorial,No,,None
315,NS047,N.S.,Zone 4 - Central,2020-03-14 00:00:00,No Data,Closures,Closures — education,"Who: Post-secondary educational institutions
What: Closure of post-secondary education institutions; no government mandate. There have been a variety of approaches taken by post-secondary institutions in N.S. Most migrated to an online platform with various implementation dates.
Effective until: ",Not applicable,https://globalnews.ca/news/6678182/coronavirus-pandemic-ns-universities/,Provincial/territorial,No,,None
